Species,Sign,Reaction,Rate_Expression,,species_name,leading_sign,expression,,,,,,,,,,,,,,
AB42_Monomer,-,AB42_Fibril17_formation_from_oligomer,k_O16_F17_fortytwo*AB42_Oligomer16*AB42_Monomer*VIS_brain,,AB42_Monomer,-,(k_O3_O4_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer03 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,+,AB42_Fibril17_dissociation_to_oligomer,k_F17_O16_fortytwo*AB42_Fibril17*VIS_brain,,AB42_Monomer,-,(k_O4_O5_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer04 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_Plaque_formation_from_Fibril17,k_F17_Plaque_fortytwo*AB42_Fibril17*AB42_Monomer*VIS_brain,,AB42_Monomer,-,(k_O5_O6_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer05 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_Fibril17_plaque_driven_formation,k_O16_F17_fortytwo*AB42_Plaque_Driven_Monomer_Addition_Vmax*AB42_Monomer*AB42_Oligomer16*(AB42_Plaque_unbound/(AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB42_Monomer,-,(k_O6_O7_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer06 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_Fibril18_formation,k_F17_F18_fortytwo*AB42_Fibril17*AB42_Monomer*VIS_brain,,AB42_Monomer,-,(k_O7_O8_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer07 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,+,AB42_Fibril17_formation_from_fibril18,k_F18_F17_fortytwo*AB42_Fibril18*VIS_brain,,AB42_Monomer,-,(k_O8_O9_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer08 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_Plaque_formation_from_Fibril18,k_F18_Plaque_fortytwo*AB42_Fibril18*AB42_Monomer*VIS_brain,,AB42_Monomer,-,(k_O9_O10_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer09 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_fibril19_formation,k_F18_F19_fortytwo*AB42_Fibril18*AB42_Monomer*VIS_brain,,AB42_Monomer,-,(k_O10_O11_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer10 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,+,AB42_fibril19_dissociation,k_F19_F18_fortytwo*AB42_Fibril19*VIS_brain,,AB42_Monomer,-,(k_O11_O12_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer11 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_fibril20_formation,k_F19_F20_fortytwo*AB42_Fibril19*AB42_Monomer*VIS_brain,,AB42_Monomer,-,(k_O12_O13_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer12 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,+,AB42_fibril20_dissociation,k_F20_F19_fortytwo*AB42_Fibril20*VIS_brain,,AB42_Monomer,-,(k_O13_O14_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer13 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_fibril21_formation,k_F20_F21_fortytwo*AB42_Fibril20*AB42_Monomer*VIS_brain,,AB42_Monomer,-,(K_O13_Plaque_fortytwo * AB42_Oligomer13 * AB42_Monomer),,,,,,,,,,,,,,
AB42_Monomer,+,AB42_fibril21_dissociation,k_F21_F20_fortytwo*AB42_Fibril21*VIS_brain,,AB42_Monomer,-,(k_O14_O15_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer14 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_fibril22_formation,k_F21_F22_fortytwo*AB42_Fibril21*AB42_Monomer*VIS_brain,,AB42_Monomer,-,(K_O14_Plaque_fortytwo * AB42_Oligomer14 * AB42_Monomer),,,,,,,,,,,,,,
AB42_Monomer,+,AB42_fibril22_dissociation,k_F22_F21_fortytwo*AB42_Fibril22*VIS_brain,,AB42_Monomer,-,(k_O15_O16_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer15 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_fibril23_formation,k_F22_F23_fortytwo*AB42_Fibril22*AB42_Monomer*VIS_brain,,AB42_Monomer,-,(K_O15_Plaque_fortytwo * AB42_Oligomer15 * AB42_Monomer),,,,,,,,,,,,,,
AB42_Monomer,+,AB42_fibril23_dissociation,k_F23_F22_fortytwo*AB42_Fibril23*VIS_brain,,AB42_Monomer,-,(k_O16_F17_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer16 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_fibril24_formation,k_F23_F24_fortytwo*AB42_Fibril23*AB42_Monomer*VIS_brain,,AB42_Monomer,-,(K_O16_Plaque_fortytwo * AB42_Oligomer16 * AB42_Monomer),,,,,,,,,,,,,,
AB42_Monomer,+,AB42_fibril24_dissociation,k_F24_F23_fortytwo*AB42_Fibril24*VIS_brain,,AB42_Monomer,-,(CL_up_brain_AB42Mu * fBBB * Vol_brain_ES * AB42_Monomer / Vol_brain_interstitial),,,,,,,,,,,,,,
AB42_Monomer,-,ab42_monomer_antibody_binding_isf,fta0*Ab_t*AB42_Monomer*VIS_brain,,AB42_Monomer,+,Qbrain_ISF_AB42Mu * AB42Mu_CSF_SAS / Vol_brain_interstitial,,,,,,,,,,,,,,
AB42_Monomer,-,ab42mu_isf_to_central,(1 - sigma_L_ISF_central_AB42Mu)*Q_ISF_brain*AB42_Monomer,,AB42_Monomer,-,(f_LV * Qbrain_ISF_AB42Mu * AB42_Monomer / Vol_brain_interstitial),,,,,,,,,,,,,,
AB42_Monomer,+,ab42mu_brain_plasma_to_csf_isf,(1 - sigma_V_ISF_AB42Mu)*Q_ISF_brain*AB42Mu_Brain_Plasma,,AB42_Monomer,+,Kin_Ab42_Potter * C99,,,,,,,,,,,,,,
AB42_Monomer,-,ab42mu_isf_to_bbb,CLup_brain_AB42Mu*f_BBB*VES_brain*AB42_Monomer,,AB42_Monomer,-,((1 - sigma_ISF_ABeta42_monomer) * Q_PVS * AB42_Monomer / vol_brain_ISF),,,,,,,,,,,,,,
AB42_Monomer,-,ab42mu_isf_to_csf_lv,f_LV*Q_ISF_brain*AB42_Monomer,,AB42_Monomer,-,(IDE_conc * AB42_IDE_Kcat_lin * ((AB42_Monomer * Unit_removal_1)^AB42_IDE_Hill / ((AB42_Monomer * Unit_removal_1)^AB42_IDE_Hill + AB42_IDE_IC50^AB42_IDE_Hill))),,,,,,,,,,,,,,
AB42_Monomer,-,ab42mu_isf_to_tfv,(1 - f_LV)*Q_ISF_brain*AB42_Monomer,,AB42_Monomer,+,(1 - Sigma_v_isf_AB42Mu) * Qbrain_ISF_AB42Mu * AB42Mu_Brain_Plasma / Vol_brain_interstitial,,,,,,,,,,,,,,
AB42_Monomer,+,ab42mu_sas_to_isf,Q_ISF_brain*AB42Mu_SAS,,AB42_Monomer,-,((1 - f_LV) * Qbrain_ISF_AB42Mu * AB42_Monomer / Vol_brain_interstitial),,,,,,,,,,,,,,
AB42_Monomer,-,AB42_monomer_to_PVS,(1 - sigma_ISF_ABeta42_monomer)*Q_PVS*AB42_Monomer,,AB42_Monomer,-,((1 - Sigma_ISF_lymph_AB42Mu) * Qbrain_ISF_AB42Mu * AB42_Monomer / Vol_brain_interstitial),,,,,,,,,,,,,,
AB42_monomer_antibody_bound,+,ab42_monomer_antibody_binding_isf,fta0*Ab_t*AB42_Monomer*VIS_brain,,AB42_monomer_Antibody_bound,-,(AB42_monomer_Antibody_bound * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_mab + (1 - Microglia_Hi_Fract) * Microglia_CL_low_mAb)),,,,,,,,,,,,,,
AB42_monomer_antibody_bound,-,ab42mb_isf_to_cent,(1 - sigma_L_brain_ISF)*Q_ISF_brain*AB42_monomer_antibody_bound,,AB42_monomer_Antibody_bound,+,fta0 * Antibody_unbound_ISF * AB42_Monomer,,,,,,,,,,,,,,
AB42_monomer_antibody_bound,+,ab42mb_brain_plasma_to_isf,(1 - sigma_V_brain_ISF)*Q_ISF_brain*AB42Mb_Brain_Plasma,,AB42_monomer_Antibody_bound,+,CL_up_brain * fBBB * Vol_brain_ES * (1 - FR) * AB42Mb_Blood_Brain_Barrier_bound / Vol_brain_interstitial,,,,,,,,,,,,,,
AB42_monomer_antibody_bound,-,ab42mb_isf_to_bbb,CLup_brain*f_BBB*VES_brain*AB42_monomer_antibody_bound,,AB42_monomer_Antibody_bound,-,(CL_up_brain * fBBB * Vol_brain_ES * AB42_monomer_Antibody_bound / Vol_brain_interstitial),,,,,,,,,,,,,,
AB42_monomer_antibody_bound,+,ab42mb_bbb_bound_to_isf,CLup_brain*f_BBB*VES_brain*(1 - FR)*AB42Mb_BBB_Bound,,AB42_monomer_Antibody_bound,+,(1 - Sigma_v_isf) * Qbrain_ISF_AB42Mb * AB42Mb_Brain_Plasma / Vol_brain_interstitial,,,,,,,,,,,,,,
AB42_monomer_antibody_bound,-,ab42_isf_degradation,AB42_monomer_antibody_bound*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_AB42 + (1 - Microglia_Hi_Fract)*Microglia_CL_low_AB42),,AB42_monomer_Antibody_bound,+,Qbrain_ISF_AB42Mb * AB42Mb_CSF_SAS / Vol_brain_interstitial,,,,,,,,,,,,,,
AB42_monomer_antibody_bound,+,ab42mb_sas_to_isf,Q_ISF_brain*AB42Mb_SAS,,AB42_monomer_Antibody_bound,-,((1 - f_LV) * Qbrain_ISF_AB42Mb * AB42_monomer_Antibody_bound / Vol_brain_interstitial),,,,,,,,,,,,,,
AB42_monomer_antibody_bound,-,ab42_isf_to_lv,f_LV*Q_ISF_brain*AB42_monomer_antibody_bound,,AB42_monomer_Antibody_bound,-,((1 - Sigma_ISF_lymph) * Qbrain_ISF_AB42Mb * AB42_monomer_Antibody_bound / Vol_brain_interstitial),,,,,,,,,,,,,,
AB42_monomer_antibody_bound,-,ab42_isf_to_tfv,(1 - f_LV)*Q_ISF_brain*AB42_monomer_antibody_bound,,AB42_monomer_Antibody_bound,-,(f_LV * Qbrain_ISF_AB42Mb * AB42_monomer_Antibody_bound / Vol_brain_interstitial),,,,,,,,,,,,,,
AB42_Monomer_PVS,+,AB42_monomer_to_PVS,(1 - sigma_ISF_ABeta42_monomer)*Q_PVS*AB42_Monomer,,AB42_Monomer_PVS,-,(fta0 * C_Antibody_unbound_PVS * AB42_Monomer_PVS),,,,,,,,,,,,,,
AB42_Monomer_PVS,-,AB42_Monomer_PVS_binding,fta0*AB42_Monomer_PVS*C_Antibody_unbound_PVS*V_PVS,,AB42_Monomer_PVS,+,(1 - sigma_ISF_ABeta42_monomer) * Q_PVS * AB42_Monomer / V_PVS,,,,,,,,,,,,,,
AB42_Monomer_PVS,-,AB42_monomer_PVS_to_central_free,(1 - sigma_PVS_AB42)*Q_PVS*AB42_Monomer_PVS,,AB42_Monomer_PVS,-,((1 - sigma_PVS_ABeta42) * Q_PVS * AB42_Monomer_PVS / V_PVS),,,,,,,,,,,,,,
AB42_Monomer_PVS_bound,+,AB42_Monomer_PVS_binding,fta0*AB42_Monomer_PVS*C_Antibody_unbound_PVS*V_PVS,,AB42_Monomer_PVS_bound,+,fta0 * C_Antibody_unbound_PVS * AB42_Monomer_PVS,,,,,,,,,,,,,,
AB42_Monomer_PVS_bound,-,AB42_monomer_PVS_bound_to_central_bound,(1 - sigma_PVS_AB42_bound)*Q_PVS*AB42_Monomer_PVS_bound,,AB42_Monomer_PVS_bound,-,((1 - sigma_PVS_ABeta42_bound) * Q_PVS * AB42_Monomer_PVS_bound / V_PVS),,,,,,,,,,,,,,
AB42_Oligomer02,+,AB42_dimer_formation,k_M_O2_fortytwo*AB42_Monomer*AB42_Monomer*VIS_brain,,AB42_Oligomer02,+,k_M_O2_fortytwo * AB42_Monomer * AB42_Monomer,,,,,,,,,,,,,,
AB42_Oligomer02,-,AB42_dimer_dissociation,k_O2_M_fortytwo*AB42_Oligomer02*VIS_brain,,AB42_Oligomer02,+,k_M_O2_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Monomer * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50)),,,,,,,,,,,,,,
AB42_Oligomer02,+,AB42_Oligomer02_plaque_catalyzed_formation,k_M_O2_fortytwo*AB42_Plaque_Vmax*AB42_Monomer*AB42_Monomer*(AB42_Plaque_unbound/(AB42_Plaque_unbound + AB42_Plaque_EC50))*VIS_brain,,AB42_Oligomer02,-,(k_O2_O3_fortytwo * AB42_Monomer * AB42_Oligomer02),,,,,,,,,,,,,,
AB42_Oligomer02,-,AB42_antibody_dimer_binding,fta1*AB42_Oligomer02*Ab_t*VIS_brain,,AB42_Oligomer02,-,(k_O2_M_fortytwo * AB42_Oligomer02),,,,,,,,,,,,,,
AB42_Oligomer02,-,AB42_Oligomer03_formation,k_O2_O3_fortytwo*AB42_Oligomer02*AB42_Monomer*VIS_brain,,AB42_Oligomer02,+,k_O3_O2_fortytwo * AB42_Oligomer03,,,,,,,,,,,,,,
AB42_Oligomer02,+,AB42_Oligomer03_dissociation,k_O3_O2_fortytwo*AB42_Oligomer03*VIS_brain,,AB42_Oligomer02,-,(fta1 * Antibody_unbound_ISF * AB42_Oligomer02),,,,,,,,,,,,,,
AB42_Oligomer02,-,AB42_Oligomer03_plaque_catalyzed_formation,k_O2_O3_fortytwo*AB42_Plaque_Driven_Monomer_Addition_Vmax*AB42_Oligomer02*AB42_Monomer*(AB42_Plaque_unbound/(AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB42_Oligomer02,-,(k_O2_O3_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer02 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Oligomer02,-,AB42_Oligomer02_to_PVS,(1 - sigma_ISF_ABeta42_oligomer02)*Q_PVS*AB42_Oligomer02,,AB42_Oligomer02,-,((1 - sigma_ISF_ABeta42_oligomer02) * Q_PVS * AB42_Oligomer02 / vol_brain_ISF),,,,,,,,,,,,,,
AB42_Oligomer02_Antibody_bound,+,AB42_antibody_dimer_binding,fta1*AB42_Oligomer02*Ab_t*VIS_brain,,AB42_Oligomer02_Antibody_bound,-,(AB42_Oligomer02_Antibody_bound * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_mab + (1 - Microglia_Hi_Fract) * Microglia_CL_low_mAb)),,,,,,,,,,,,,,
AB42_Oligomer02_Antibody_bound,-,AB42_Oligomer02_Antibody_bound_microglia_clearance,Microglia_Vmax_fortytwo*AB42_Oligomer02_Antibody_bound*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_mAb + (1 - Microglia_Hi_Fract)*Microglia_CL_low_mAb)*VIS_brain,,AB42_Oligomer02_Antibody_bound,+,fta1 * Antibody_unbound_ISF * AB42_Oligomer02,,,,,,,,,,,,,,
AB42_Oligomer02_PVS,+,AB42_Oligomer02_to_PVS,(1 - sigma_ISF_ABeta42_oligomer02)*Q_PVS*AB42_Oligomer02,,AB42_Oligomer02_PVS,-,(fta1 * C_Antibody_unbound_PVS * AB42_Oligomer02_PVS),,,,,,,,,,,,,,
AB42_Oligomer02_PVS,-,AB42_Oligomer02_PVS_binding,fta1*AB42_Oligomer02_PVS*C_Antibody_unbound_PVS*V_PVS,,AB42_Oligomer02_PVS,+,(1 - sigma_ISF_ABeta42_oligomer02) * Q_PVS * AB42_Oligomer02 / V_PVS,,,,,,,,,,,,,,
AB42_Oligomer02_PVS,-,AB42_Oligomer02_PVS_clearance,(1 - sigma_PVS_AB42)*Q_PVS*AB42_Oligomer02_PVS,,AB42_Oligomer02_PVS,-,((1 - sigma_PVS_ABeta42) * Q_PVS * AB42_Oligomer02_PVS / V_PVS),,,,,,,,,,,,,,
AB42_Oligomer02_PVS_bound,+,AB42_Oligomer02_PVS_binding,fta1*AB42_Oligomer02_PVS*C_Antibody_unbound_PVS*V_PVS,,AB42_Oligomer02_PVS_bound,+,fta1 * C_Antibody_unbound_PVS * AB42_Oligomer02_PVS,,,,,,,,,,,,,,
AB42_Oligomer02_PVS_bound,-,AB42_Oligomer02_PVS_bound_clearance,(1 - sigma_PVS_AB42_bound)*Q_PVS*AB42_Oligomer02_PVS_bound,,AB42_Oligomer02_PVS_bound,-,((1 - sigma_PVS_ABeta42_bound) * Q_PVS * AB42_Oligomer02_PVS_bound / V_PVS),,,,,,,,,,,,,,
AB42_Oligomer03,+,AB42_Oligomer03_formation,k_O2_O3_fortytwo*AB42_Oligomer02*AB42_Monomer*VIS_brain,,AB42_Oligomer03,+,k_O2_O3_fortytwo * AB42_Monomer * AB42_Oligomer02,,,,,,,,,,,,,,
AB42_Oligomer03,-,AB42_Oligomer03_dissociation,k_O3_O2_fortytwo*AB42_Oligomer03*VIS_brain,,AB42_Oligomer03,-,(k_O3_O2_fortytwo * AB42_Oligomer03),,,,,,,,,,,,,,
AB42_Oligomer03,+,AB42_Oligomer03_plaque_catalyzed_formation,k_O2_O3_fortytwo*AB42_Plaque_Driven_Monomer_Addition_Vmax*AB42_Oligomer02*AB42_Monomer*(AB42_Plaque_unbound/(AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB42_Oligomer03,-,(k_O3_O4_fortytwo * AB42_Monomer * AB42_Oligomer03),,,,,,,,,,,,,,
AB42_Oligomer03,-,AB42_Oligomer03_antibody_binding,fta1*AB42_Oligomer03*Ab_t*VIS_brain,,AB42_Oligomer03,+,k_O4_O3_fortytwo * AB42_Oligomer04,,,,,,,,,,,,,,
AB42_Oligomer03,-,AB42_Oligomer03_microglia_clearance,Microglia_Vmax_fortytwo*AB42_Oligomer03*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_AB42 + (1 - Microglia_Hi_Fract)*Microglia_CL_low_AB42)*VIS_brain,,AB42_Oligomer03,+,k_O2_O3_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer02 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50)),,,,,,,,,,,,,,
AB42_Oligomer03,-,AB42_Oligomer04_formation,k_O3_O4_fortytwo*AB42_Oligomer03*AB42_Monomer*VIS_brain,,AB42_Oligomer03,-,(fta1 * Antibody_unbound_ISF * AB42_Oligomer03),,,,,,,,,,,,,,
AB42_Oligomer03,+,AB42_Oligomer04_dissociation,k_O4_O3_fortytwo*AB42_Oligomer04*VIS_brain,,AB42_Oligomer03,-,(k_O3_O4_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer03 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Oligomer03,-,AB42_Oligomer04_plaque_catalyzed_formation,k_O3_O4_fortytwo*AB42_Plaque_Driven_Monomer_Addition_Vmax*AB42_Oligomer03*AB42_Monomer*(AB42_Plaque_unbound/(AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB42_Oligomer03,-,(AB42_Oligomer03 * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_AB42 + (1 - Microglia_Hi_Fract) * Microglia_CL_low_AB42)),,,,,,,,,,,,,,
AB42_Oligomer03,-,AB42_Oligomer03_to_PVS,(1 - sigma_ISF_ABeta42_oligomer03)*Q_PVS*AB42_Oligomer03,,AB42_Oligomer03,-,((1 - sigma_ISF_ABeta42_oligomer03) * Q_PVS * AB42_Oligomer03 / vol_brain_ISF),,,,,,,,,,,,,,
AB42_Oligomer03_Antibody_bound,+,AB42_Oligomer03_antibody_binding,fta1*AB42_Oligomer03*Ab_t*VIS_brain,,AB42_Oligomer03_Antibody_bound,-,(AB42_Oligomer03_Antibody_bound * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_mab + (1 - Microglia_Hi_Fract) * Microglia_CL_low_mAb)),,,,,,,,,,,,,,
AB42_Oligomer03_Antibody_bound,-,AB42_Oligomer03_Antibody_bound_microglia_clearance,Microglia_Vmax_fortytwo*AB42_Oligomer03_Antibody_bound*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_mAb + (1 - Microglia_Hi_Fract)*Microglia_CL_low_mAb)*VIS_brain,,AB42_Oligomer03_Antibody_bound,+,fta1 * Antibody_unbound_ISF * AB42_Oligomer03,,,,,,,,,,,,,,
AB42_Oligomer03_PVS,+,AB42_Oligomer03_to_PVS,(1 - sigma_ISF_ABeta42_oligomer03)*Q_PVS*AB42_Oligomer03,,AB42_Oligomer03_PVS,-,(fta1 * C_Antibody_unbound_PVS * AB42_Oligomer03_PVS),,,,,,,,,,,,,,
AB42_Oligomer03_PVS,-,AB42_Oligomer03_PVS_binding,fta1*AB42_Oligomer03_PVS*C_Antibody_unbound_PVS*V_PVS,,AB42_Oligomer03_PVS,+,(1 - sigma_ISF_ABeta42_oligomer03) * Q_PVS * AB42_Oligomer03 / V_PVS,,,,,,,,,,,,,,
AB42_Oligomer03_PVS,-,AB42_Oligomer03_PVS_clearance,(1 - sigma_PVS_AB42)*Q_PVS*AB42_Oligomer03_PVS,,AB42_Oligomer03_PVS,-,((1 - sigma_PVS_ABeta42) * Q_PVS * AB42_Oligomer03_PVS / V_PVS),,,,,,,,,,,,,,
AB42_Oligomer03_PVS_bound,+,AB42_Oligomer03_PVS_binding,fta1*AB42_Oligomer03_PVS*C_Antibody_unbound_PVS*V_PVS,,AB42_Oligomer03_PVS_bound,+,fta1 * C_Antibody_unbound_PVS * AB42_Oligomer03_PVS,,,,,,,,,,,,,,
AB42_Oligomer03_PVS_bound,-,AB42_Oligomer03_PVS_bound_clearance,(1 - sigma_PVS_AB42_bound)*Q_PVS*AB42_Oligomer03_PVS_bound,,AB42_Oligomer03_PVS_bound,-,((1 - sigma_PVS_ABeta42_bound) * Q_PVS * AB42_Oligomer03_PVS_bound / V_PVS),,,,,,,,,,,,,,
AB42_Oligomer04,+,AB42_Oligomer04_formation,k_O3_O4_fortytwo*AB42_Oligomer03*AB42_Monomer*VIS_brain,,AB42_Oligomer04,+,k_O3_O4_fortytwo * AB42_Monomer * AB42_Oligomer03,,,,,,,,,,,,,,
AB42_Oligomer04,-,AB42_Oligomer04_dissociation,k_O4_O3_fortytwo*AB42_Oligomer04*VIS_brain,,AB42_Oligomer04,-,(k_O4_O3_fortytwo * AB42_Oligomer04),,,,,,,,,,,,,,
AB42_Oligomer04,+,AB42_Oligomer04_plaque_catalyzed_formation,k_O3_O4_fortytwo*AB42_Plaque_Driven_Monomer_Addition_Vmax*AB42_Oligomer03*AB42_Monomer*(AB42_Plaque_unbound/(AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB42_Oligomer04,-,(k_O4_O5_fortytwo * AB42_Monomer * AB42_Oligomer04),,,,,,,,,,,,,,
AB42_Oligomer04,-,AB42_Oligomer04_antibody_binding,fta1*AB42_Oligomer04*Ab_t*VIS_brain,,AB42_Oligomer04,+,k_O5_O4_fortytwo * AB42_Oligomer05,,,,,,,,,,,,,,
AB42_Oligomer04,-,AB42_Oligomer04_microglia_clearance,Microglia_Vmax_fortytwo*AB42_Oligomer04*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_AB42 + (1 - Microglia_Hi_Fract)*Microglia_CL_low_AB42)*VIS_brain,,AB42_Oligomer04,+,k_O3_O4_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer03 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50)),,,,,,,,,,,,,,
AB42_Oligomer04,-,AB42_Oligomer05_formation,k_O4_O5_fortytwo*AB42_Oligomer04*AB42_Monomer*VIS_brain,,AB42_Oligomer04,-,(fta1 * Antibody_unbound_ISF * AB42_Oligomer04),,,,,,,,,,,,,,
AB42_Oligomer04,+,AB42_Oligomer05_dissociation,k_O5_O4_fortytwo*AB42_Oligomer05*VIS_brain,,AB42_Oligomer04,-,(k_O4_O5_fortytwo * AB42_Plaque_Driven_Monomer_Addition_Vmax * AB42_Monomer * AB42_Oligomer04 * (AB42_Plaque_unbound / (AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB42_Oligomer04,-,AB42_Oligomer05_plaque_catalyzed_formation,k_O4_O5_fortytwo*AB42_Plaque_Driven_Monomer_Addition_Vmax*AB42_Oligomer04*AB42_Monomer*(AB42_Plaque_unbound/(AB42_Plaque_unbound + AB42_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB42_Oligomer04,-,(AB42_Oligomer04 * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_AB42 + (1 - Microglia_Hi_Fract) * Microglia_CL_low_AB42)),,,,,,,,,,,,,,
AB42_Oligomer04,-,AB42_Oligomer04_to_PVS,(1 - sigma_ISF_ABeta42_oligomer04)*Q_PVS*AB42_Oligomer04,,AB42_Oligomer04,-,((1 - sigma_ISF_ABeta42_oligomer04) * Q_PVS * AB42_Oligomer04 / vol_brain_ISF),,,,,,,,,,,,,,
